class,text
2,Тарифная ставка почасовая от 350 руб/час до 420 руб/час. . (зависит от Вашей квалификации и желания работать).
2,Спец одежда зима/лето раз в год.
2,Выплаты два раза в месяц
1,Сканирование технической и исполнительной документации по объектам строительства;
1,Формирование электронного архива ИД;
1,Запись на DVD-диски ИД по объектам;
1,Посещение РЭР МКС и РЭС ОЭК для сдачи папки ИД (формирует инженер);
1,Посещение эксплуатирующих организаций (Мосводоканал Мосгаз МОЭК) с целью передачи ППР и документации для согласования работ.
0,Образование не ниже среднего технического строительное/энергетическое - предпочтение;
0,ПК – уверенный пользователь: MS-office AutoCad;
0,Приветствуется опыт работы в должности помощника инженера / техника / делопроизводителя в строительной / проектной компании с технической и проектной документацией - от 1 года;
0,Знание и понимание основ ведения делопроизводства.
2, Трудоустройство согласно ТК РФ; 
2, Оклад на испытательный срок - 60 000 руб./мес.; 
2, Оклад после испытательного срока – 65 000 руб./мес.; 
2, Компенсационный пакет: 
1,монтаж наружных сетей водоснабжения и водоотведения
1,работа в составе бригады
0,внимательность аккуратность пунктуальность
2,с 8.00 до 17.00
1,фиксировать задачи и входящие запросы в Планфиксе устанавливать ответственных лиц отслеживать сроки исполнения задач
1,планирование задач и построение дорожной карты в Ganttpro.
1,фиксация задач в месседжерах
1,ведение таблиц актуальных задач (по каждому проекту обычно две таблицы : общие задачи и таблица индивидуальных изделий)
1,уведомлять клиентов о необходимости совершения очередных платежей (самой ответственности за финансы нет - просто нужно вести ведомость оплат и напоминать)
1,быть на связи в рабочие дни. Быть на связи - не значит сидеть у телефона у вас нет экстренных задач. Но отслеживать активность в чатах если клиент запрашивает информацию по срокам и актуальным задачам - отвечать. Не обязательно сразу но желательно в течение дня по возможности. Активность в чатах может происходить и в нерабочее время и в выходные и праздничные дни (клиенты пишут тогда когда им удобно). Но мы можем отвечать тогда когда это объективно нормально или удобно нам.
0,самое главное требование : быть вовлеченным человеком иметь желание разобраться в деталях процессов не робеть и не тушеваться. Все остальное - дело наживное. Даже если у вас не было опыта работы в строительном секторе можно посмотреть несколько роликов на ютубе и почитать пару статей в интернете чтобы просто понять реализуется проект.
0,мы не устанавливаем жестких сроков реакции и ответа все очень демократично. Но мы ожидаем что Вы также настроены на работу и будете реагировать на запросы максимально оперативно исходя из ваших обстоятельств
2,работа на дому
2,гибкий график
2,оплачиваемые отпуска и больничные (не вычетаем из ЗП)
2,схема оплаты : фиксированная ЗП включающая до 8-и текущих проектов. Если проектов становится больше то +5т.р. за каждый новый проект. По нашему опыту было до 12-и текущих проектов (и оклад 60 т.р.). На данный момент как раз 7..8 текущих проектов.
1,Осуществлять непосредственное руководство работами в электроустановках любого напряжения
1,Обеспечивать поддержание исправного состояния безаварийную и надежную работу обслуживаемых устройств и электрооборудования;
1,Проводит планово-предупредительный ремонт (ППР) электрической части оборудования согласно графика ППР.
0,Знание схем электроустановок компановки оборудования
0,Знание правил технической эксплуатации электроустановок и пожарной безопасности
0,Средне-специально средне-профессиональное профильное образование
0,Опыт работы от 1-3 лет
0,Ответственность и вовлеченность в работу
2,Работа в современном Бизнес-центре в центре города
2,Официальное оформление согласно ТК РФ
1,Разработка архитектурной части проектной документации
1,Разработка/визуализация 3D моделей зданий/сооружений ландшафта
0,Высшее образование по специальности «Архитектура»
0,Знание нормативной базы в части разработки раздела АР
0, Знание программ Revit ArchiCad AutoCad 
0, Опыт работы архитектором/проектировщиком желателен но не обязателен 
0, Готовность к обучению новым программным продуктам 
0, Креативность способность предлагать многовариантные решения умение и желание работать в разных направлениях и стилях 
0, На данную должность мы готовы рассматривать также студентов старших курсов по специальности «Архитектура» 
2,Официальное трудоустройство полный соц.пакет
2,Обучения по повышению квалификации и профессиональных навыков
2,Поддержка и наставничество на всех этапах работы
2,Дружная команда профессионалов интересные и амбициозные проекты
1,Техническое образование (средне-специальное);
1,Опыт в эксплуатации инженерных систем зданий (электрика вентиляция канализация и т.п.);
1,Опыт работы в аналогичной должности в крупной управляющей компании (желателен);
1,Допуск по электробезопасности от 3 гр. до 1000 В. в качестве оперативно-ремонтного персонала;
1,Знание норм охраны труда и техники безопасности;
1,Личностные качества: исполнительность ответственность инициативность обучаемость;
1,Отсутствие противопоказаний для работы на высоте (лестницы и стремянки);
1,Опрятный внешний вид;
1,Монтаж слаботочных кабелей металлических лотков кабель-каналов сборка телекоммуникационных шкафов установка конечного оборудования.
0,Опыт проведения подобных работ.
2,Заработная плата выплачивается 2 раза в месяц.
2,При желании возможны коммандировки с хорошими премиальными выплатами.
1,Техническое обслуживание систем вентиляции
1,диагностика систем
1,Организация и обеспечение производства общестроительных работ генподряд;
1,Составление плана по подготовке и внедрению новых проектов;
1,Контроль технического и экономического уровня принимаемых проектных решений и сроков разработки проектно-сметной документации;
1,Осуществление координации всех выполняемых по вверенным объектам работ контроль за сроками выполнения работ в соответствии с графиками выполнения работ и систематический контроль за целевым и экономическим расходованием средств;
1,Своевременное решение вопросов связанных с проектированием и иных возникающих в процессе строительства в том числе при вводе в действие объектов
1,Обеспечивает соответствие проектов заданию на проектирование и рабочей документации утвержденному проекту;
1,Оценка стоимости и определение бюджета проектов
0,Опыт работы в аналогичной должности от 5 лет
0,Развитые организаторские способности
2,Работа в стабильной динамично развивающейся компании лидере строительной отрасли СПб и ЛО
2,Оформление в соответствии ТК РФ
2,Достойная своевременно выплачиваемая заработная плата
0,График 5/2 с 9.00 до 18.00 обед 12.00-13.00.
0,Обучение различным технологиям озеленения.
0,Готовы рассмотреть как рабочих желающих заработать так и выпускников с перспективой перевода в отделы компании при наличии образования.
0,Рассматриваем как отдельных кандидатов так и бригады. Объемы работ есть.
0,Выпуск документации стадии ПД РД;
0,Подготовка и отправка файлов на печать;
0,Контроль процесса и качества печати;
0,Качественная обработка напечатанных материалов (фальцовка сборка подрезка брошюровка);
0,Следить за износом расходников и заблаговременно сообщать о необходимости их закупки;
0,Комплектация сборка и упаковка готовой документации подготовка к отправке.
2,Знание особенностей широкоформатной печати;
2,Понимание технологий подготовки макетов к широкоформатной печати;
2,Умение работать в программах AutoCAD Word Excel AdobeAcrobat;
2,Опыт работы на цифровых и широкоформатных принтерах;
2,Внимательность аккуратность.
1,Работа в паре со слесарем МСР;
0,Опыт работы;
0,Наличие квалификационных удостоверений;
2,Командировки г. Усть-Кут Иркутская область;
2,Оплата проезда;
2,Суббота сокращенный воскресенье выходной
2,Выдаются командировочные дополнительно к з/п 21000 рублей в месяц
1,обслуживание наружных и внутренних сетей электрооборудования на строительной площадке;
1,ремонт и техническое обслуживание систем электрооборудования осветительных и силовых электросетей.
0,соответствующий уровень подготовки (наличие удостоверения 3 или 4 разряда);
0,допуск до 1000 вольт группа безопасности не ниже 4-ой;
0,опыт работы от 1 года.
2,работа по 5-дневной рабочей неделе с выходными в субботу и воскресенье с 9.00 ч. до 18.00 ч. в г. Новосибирске;
2,официальное оформление с первого рабочего дня по трудовому договору в соответствии с ТК РФ.
1,Выполнение работ по наземному (сканер FARO) лазерному сканированию объектов жилищного промышленного спортивного коммерческого строительства;
1,Камеральная обработка результатов лазерного сканирования;
1,Обработка данных сканирования - построение 3D модели;
1,Подготовка обмерных планов исполнительных схем;
1,Тесное сотрудничество со штатными инженерами-проектировщиками;
1,Выполнение строительного контроля с использованием результатов лазерного сканирования;
1,Командировки по РФ.
0,Общий опыт работы в области геодезии и/или лазерного сканирования не менее 3-х лет;
0,Обязательное наличие минимального опыта в лазерном сканировании и камеральной обработке облаков точек;
0,Владение прикладным профильным ПО для обработки результатов лазерного сканирования (TRW; FARO SCENE; LEICA Cyclone и пр.);
0,Знание и умение пользоваться CAD-системами такими как Autodesk Revit AutoCAD понимание принципов BIM;
0,Базовые знания геодезического оборудования (электронные тахеометры Leica УОМЗ и пр.);
0,Понимание и опыт работы в BIM-технологиях (Building Information Modeling) будет преимуществом;
2,Работа в стабильной и постоянно развивающейся производственной компании;
2,"Полностью ""белая"" заработная плата. Уровень оплаты труда готовы обсуждать индивидуально!"
2,Профессиональный дружный коллектив.
1,приемка квартир и нежилых помещений от генподрядчика/подрядчика для последующей передачи клиентам;
1,подписание с клиентами гарантийных актов/актов осмотра и контроль устранения замечаний по ним.
1,Своевременное оформление исполнительной документации по произведенным видам работ (Электромонтажные работы);
1,Проверка соответствия объемов строительно-монтажных работ а также конструкций утвержденной рабочей документации строительным нормам и правилам стандартам техническим условиям нормам охраны труда;
1,Подготовка исполнительной документации для передачи заказчику;
1,Ведение общих и специальных журналов работ;
1,Контроль передачи техническому надзору исполнительной документации для проверки и устранения выданных замечаний.
0,Стаж работы от 15 лет (инженер ПТО ведущий инженер ПТО и т.д.) хорошее знание нормативно-технической документации (ГОСТ СНиП РД и т.д.);
0,Опыт формирования ПСД и взаимодействия с заказчиком НТН и прочими структурными подразделениями;
0,Опытный пользователь ПК (Microsoft Office: Word Excel AutoCad).
2,Работа на территории Комплекса сжиженного природного газа (пос. Сабетта м/р Салмановское);
2,Проезд от места жительства до строительной площадки оплачивает компания;
2,Проживание за счет компании в общежитии;
2,Трехразовое питание в столовой за счет компании;
2,Предоставляем сезонную спецодежду;
2,Прохождение медицинского осмотра за счет компании;
2,Предоставление оборудованного рабочего места;
2,График вахты - 60х30 дней;
2,Уровень дохода 160 000 руб. за 31 день;
2,Оформление по договору оказания услуг с ИП и самозанятыми.
1, Контроль выполнения работ в том числе субподрядными организациями 
1, Проверка и подготовка технической документации (спецификаций технических условий технологических карт) 
1, Формирование и контроль выполнения планов и графиков работ 
1, Ведение деловой переписки и встреч 
1, Определение технической политики и направлений технического развития Филиала 
1, Осуществление руководства подчиненными производственными подразделениями 
1, Обеспечение своевременного и качественного ремонта монтажа оборудования электростанции в соответствии с заключенными договорами. 
0, Знание процесса организации технического обслуживания и ремонта энергетического оборудования 
0, Навыки планирования ремонтных и монтажных работ организации совмещенных работ 
0, Навыки работы с большими объемами нормативной технической и справочной документации по ремонту различных типов энергетического оборудования 
0, Опыт работы с договорами на выполнение ремонтных работ (Генподряд субподряд) 
0, Знание порядка оформления документации на ремонт оборудования 
0, Умение работать со сметной документацией 
0, Знание программных продуктов MS Office (Word Excel) 1С Предприятие 
0, Стаж работы по специальности на руководящих должностях не менее 3 лет 
2,оформление в крупную энергетическую компанию в соответствии с ТК РФ
2,место работы - Ленинградская область м.р-н Киришский г.п. Киришское г. Кириши ш. Энтузиастов зд.32/5
2,график работы: 5/2 с понедельника по четверг с 8.30. до 17.30 в пятницу до 16.30
2,иногородним кандидатам возможно предоставление компенсации затрат на жилье.
1,Разработка проектной и рабочей документации объектов жилого назначения на всех стадиях проектирования в установленные сроки;
1,Оформление и обеспечение соответствия разрабатываемой проектной и рабочей документации стандартам техническим условиям сводам правил (СП) и другим нормативным документам по проектированию и строительству а также заданию на их разработку;
1,Разработка светопрозрачных алюминиевых конструкций;
1,Уверенный пользователь: MS Excel MS Word AutoCAD и т.п.;
1,Согласование проектных решений со специалистами смежных разделов;
1,Внесение изменений в разработанную документацию;
1,Авторский надзор .
0,Высшее образование по специальности связанной с проектированием и строительством ОБЯЗАТЕЛЬНО!
0,Рассмотрим кандидатов без опыта всему научим сами!!!;
0,Знание нормативных документов в области проектирования (СП ГОСТ СНиП СанПин и пр.)
0,Опыт ведения нескольких проектов одновременно;
0,Конструктивный подход к решению спорных ситуаций;
0,Ответственный и профессиональный подход к своим обязанностям внимательность к деталям высокая скорость работы стрессоустойчивость креативное мышление умение работать в команде.
2,Работа в одной из успешных компаний на строительном рынке Санкт-Петербурга Москвы Ленинградской и Московской области;
2,Офис компании в шаговой доступности от ст. м. Новочеркасская;
2,График работы: пн-пт с 10:00-18:00;
2,Конкурентоспособная заработная плата (уровень з/п определяется по результатам собеседования);
2,Премия по итогам года которая выплачивается в начале следующего года и равна месячному окладу сотрудника.
2,Поддержка на каждом этапе работы;
2,Поддержка сотрудников компании в трудных жизненных ситуациях;
1,поддержание в исправном состоянии безаварийная надежная работа обслуживаемых устройств и электрооборудования;
1,своевременный качественный ремонт планово-предупредительный ремонт электрооборудования;
1,эксплуатация электрооборудования электрических отопительных приборов электрических сетей;
1,прокладка внутренних и внешних сетей электроснабжения сборка и расключение щитового оборудования монтаж оконечных устройств монтаж внутреннего и наружного освещения;
1,выявление причин сбоев и аварий при эксплуатации электроустановок принятие мер по их предупреждению и устранению;
1,составление списка материала необходимого для выполнения заявки;
1,умение читать однолинейные схемы;
0,знание ПЭУ ПТЭЭ ПТБ соблюдение правил по охране труда;
0,снятие показаний счетчиков электроэнергии.
2,Начальное профессиональное или средне-специальное профильное образование;
2,Аналогичный опыт работы от 3х лет;
2,Действующее удостоверение 3 группы до 1000 Вольт;
2,Личные качества: добросовестность честность корректность в поведении аккуратность.
1,Согласно должностной инструкции
0,Высшее образование по специальности «Строительство»
0,Опыт работы от года
2,Вахтовый метод работы 28/28
2,Проживание в вагон городке
1,работа с Заказчиками (закрытие КС2 КС3).
0,высшее образование (техническое);
0,опыт работы не менее 3 лет;
0,навык работы с проектной документацией;
0,внимательность ответственность.
2,профессиональный и дружный коллектив.
1,разработка выкрасов из декоративной штукатурки
1,колеровка штукатурки
1,подбор цвета
1,проведение мастер-классов
1,консультирование клиентов
0,опыт работы от 1 года с краской штукатуркой
0,креативный подход
0,стрессоустойчивость
0,умение работать в команде
2,5/2
2,оформление
2,40000 рублей в месяц
1,реализация дизайнерских идей в цифровом виде
1,создание трехмерной компьютерной визуализации интерьера жилого коммерческого общественного и др. пространства согласно ТЗ
0,знание программ 3D Max Archicad
0,уверенные навыки работы с проф. программами.
0,профильное высшее образование возможно неоконченное (в качестве кандидатов в том числе рассматриваются студенты старших курсов)
0,внимание к деталяммногозадачностькоммуникабельность
2,работа в офисе в центре города
2,рабочий день с 10.00-18.00
2,трудоустройство по ТК РФ
1,Производство пуско-наладочных работ РЗА ПА
1,Анализ проектной документации составление программ ПНР
1,ведение документации
0,Знание устройств РЗА ПА
0,Опыт работы на объектах 35-220 кВ
1, работа с инструкциями по ОТ журналами инструктажей; 
1, проведение необходимых инструктажей по охране труда; 
1, контроль за состоянием охраны труда на объектах строительства; 
1, взаимодействие с заказчиком и контролирующими органами при проверках; 
1, расследование несчастных случаев; 
1, оказание методической помощи начальникам структурных подразделений по вопросам охраны труда и т.д.. 
0, способность ориентироваться в законодательстве; правильное применение нормативно-правовых актов знание и учет их при работе; 
0, отслеживание изменений вносимых в нормативно-правовые акты последующая корректировка инструкций других документов касающихся области охраны труда; 
0, образование: Высшее - Техносферная безопасность (возможен вариант профессиональной переподготовки по программе «Техносферная безопасность» и опыт работы от 3х лет). 
2, трудоустройство согласно ТК РФ; 
2, график работы 5/2; 
2, бесплатное проживание; 
2, 3-х разовое питание; 
2, выдача спец.одежды; 
2,объект находится недалеко от с.Верхние Татышлы.
1,"Устройство опалубки /подготовка ""пирога"" ;"
1,Настил металлических листов с применением импортного фальцево-гибочного станка высокой производительности;
1,Настил финишных рулонных материалов;
1,Устройство гидроизоляции;
1,Устройство примыканий к крышным конструкциям.
0,Опыт аналогичной работы на устройстве кровель металлических или рулонных от 3 лет;
0,Знание технологий устройства кровель характеристик кровельных материалов устройства гидроизоляции;
0,Работа в команде;
2,Предоставляем место для переодевания в бытовом помещении обеспечиваем питьевой водой микроволновой печью эл.чайником выдаем каску и жилетку;
2,Заработная плата 2 раза в месяц без задержек;
1, разработка проектной и рабочей документации блочно –модульных и каркасных зданий из металлоконструкций согласно действующим государственным стандартам РФ 
1, Самостоятельный сбор исходных данных 
1, Взаимодействие со сметными разделами организациями 
1, сопровождение объектов в экспертизе 
1, выявление недочетов с последующим согласованием и внесением изменений 
0, высшее образование 
0, уверенный пользователь специализированных программ 
0, опыт проектирования указанных разделов 
2, уровень заработной платы обсуждаем на собеседовании 
2, корпоративная мобильная связь 
2, удаленная работа 
2, официальное трудоустройство белая зарплата 
2, пятидневная рабочая неделя с 9.00 до 18.00 (или с 8.00 до 17.00) 
2,проверять соблюдение требований безопасности и качества пищевой продукции на собственных площадках пищевого производства компании по чек-листу;
2,отбирать пробы сырья полуфабрикатов готовой пищевой продукции передавать их в лабораторию для проведения исследований;
2,проводить бракераж готовой пищевой продукции;
2,проводить сравнительные дегустации пищевой продукции компании и сторонних производителей;
2,разрабатывать мероприятия по устранению и предотвращению нарушений требований безопасности и качества пищевой продукции;
2,проводить инструктажи для сотрудников проверяемых объектов по соблюдению требований безопасности и качества пищевой продукции.
1,Выстраивать долгосрочные деловые отношения с постоянными клиентами;
1,Увеличение продаж действующих клиентов;
1,Выявлять потребность и проблемы клиента предлагать способы решения при помощи продуктов компании;
1,Поиск новых клиентов
0,Опыт работы не обязателен;
0,Умение общаться ;
0,Отличные коммуникативные навыки грамотная устная и письменная речь;.
2,Официальное оформление по ТК РФ с первого рабочего дня;
2,Заработная плата: фиксированный оклад+ KPI + %;
2,Дополнительные премии по итогам работы за год;
2,График работы с 9:00- 17:00;
2,Выплата заработной платы 2 раза в месяц оплата отпуска и больничных листов;
2,Корпоративная мобильная связь (телефон sim-карта);
2,Чай кофе в офисе
2,Общение и встречи с интересными людьми которое будет приносить не только эмоциональный подъем но и существенную материальную базу с высоким уровнем дохода.
2,Развитие в профессиональном и интеллектуальном плане
2,Классный коллектив и адекватное руководство всегда готовы поддержать тебя и помочь в трудной ситуации
2,Понятную прозрачную систему оплаты труда. Оклад + бонус за совершение сделки. Знаешь сумму сделки - точно знаешь сколько заработаешь. Платим вовремя и много. Успешные продавцы зарабатывают от 150 000 т.р.
1,Разработка проектной и рабочей документации
1,Оформление проектной и рабочей документации систематизация данных
1,Архитектурный надзор за объектами строительства
0,Консультации производителей работ по проектам
2,Образование высшее по профилю (архитектурное)либо последний курс университета;
2,Скорость и точность проектирования ответственность порядочность профессионализм.
2,Свободное владение программами
1,Монтаж систем отопления/теплоснабжения
1,Монтаж систем внутреннего водопровода и канализации
1,Монтаж отопительных приборов и оборудования
1,Умение читать схемы и чертежи
1, Умение работать со стальными полипропиленовыми металлопластиковыми полиэтиленовыми трубами 
0,Опыт работы монтажником от 3 лет
2,70000 оклад (испытательный срок 2-3 мес.
2,От 80000 оклад (после испытательного срока) + выходные/переработка.
2,Регулярная своевременная оплата труда оформление по ТК РФ.
2,Обеспечение необходимым электроинструментом материалом и рабочей одеждой.
2,Постоянное трудоустройство.
2,Работа на различных объектах: строящихся многоэтажных жилых домах школах подземных автостоянках загородных домах производствах.
2,График работы 5/2 пн-пт с 09:00 до 18:00 дополнительные подработки.
2,Опытные монтажники могут выйти на значительно более высокий уровень дохода.
1,Электромонтажные работы по сборке электротехнических лабораторий на базе автомобилей;
1,Сборка электротехнических шкафов;
1,Изготовление жгутов и кабелей;
1,Монтаж сборка оборудования;
1,Монтаж настройка печатных плат;
1,Пайка SMD-компонентов;
0,Опыт сборки и настройки РЭА;
0,Опыт и понимание схемотехники электроники - желательно;
0,Опыт работы в Компас желательно;
0,Самостоятельный монтаж и проверка изделий;
0,Знание современной элементной базы.
2,Достойная заработная плата возможны премии;
2,График работы: 5/2 с 8:00 до 17:00
1,​​​​​​техническое обслуживание и текущий ремонт оборудования электрохозяйства организации
1,управление оборудованием ПС 110/10 кВ
1,трансформаторных подстанций 10/0.4 кВ различного типа
1,водозаборных узлов с установленным электрооборудованием 0.4 кВ (погружных и сетевых насосов)
1,силовых и распределительных электро щитов
1,помещений с системой внутреннего освещения и территорий с наружным освещением
1,кабельных трасс 10 кВ
0,среднее-специальное среднее-техническое образование
0,опыт работы с электрооборудованием подстанций от 2 лет
0,квалификация по электробезопасности: до и выше 1000 В в качестве оперативно-ремонтного персонала (IV гр.)
0,трудолюбие умение работать в команде
2,место работы: г. Домодедово(от м.Домодедовская ав. №899к из Подольска - автобус №57)
2,СЛУЖБА ЭКСПЛУАТАЦИИ ПОСТРОЕННЫХ ОБЪЕКТОВ
2,график работы сутки/трое с 9-00
2,для иногородних есть общежитие
2,оформление по ТК РФ белая заработная плата без задержек на карту банка
1,Разработка предпроектных исследований сбор обработка и документальное оформление данных для задания на разработку концептуального архитектурного проекта;
1,Сбор ТЗ подбор референсов и формирование мудборда- “философии проекта”
1,Разработка архитектурных концепций и эскизных проектов;
1,Разработка дизайн-проекта: планировочные решения 3D-визуализации рабочие чертежи;
1,Составление технического задания на проектирование;
1,Составление спецификации и ведомости финишных (чистовых) материалов внутренней отделки помещений;
1,Подготовка типовых и примерных вариантов для разработки отдельных архитектурных решений;
1,Разработка альбомов для обсуждения \презентации внутри коллектива и заказчику.
1,Визуализация материалов: 3D-визуализация экстерьеров (мастер-планы фасады благоустройство) 3D-визуализация интерьеров (места общего пользования);
